qid,docid,docno,text,query,score,rank
q_2,3453025,3453025,"Traitor (film) Traitor is a 2008 American spy thriller film, based on an idea by Steve Martin who is also an executive producer. It is written and directed by Jeffrey Nachmanoff and stars Don Cheadle and Guy Pearce in the lead roles.",Who performed Thriller,-121.28175049054695,205.0
q_2,3782493,3782493,"Who sings the song 'Precious Jesus' sweet Rose of Sharon there's peace and triumph when you speak his name? There was a version of that song done by the The Grace Thrillers of Jamaica with Sandra Brooks as lead singer, on their album Crown Him Lord of All, released 1995.",Who performed Thriller,-121.28175049054695,206.0
q_2,7110107,7110107,"The Rizzoli and Isles Series is a novel series having ten very good novels based on the thriller and suspense genre. The series was published between the years 2001 and 2014 and has been written by the Internationally Bestselling, Chinese-American author Tess Gerritsen, who is also a physician by profession.",Who performed Thriller,-121.28175049054695,207.0
q_2,7741785,7741785,"Added to Your Check-Ins. Burke's Law. This brief revival of the 1960s cop thriller continued the adventures of Amos Burke, a senior Los Angeles police officer and millionaire. By now, Burke was a widower with a son, Peter, who ...",Who performed Thriller,-121.28175049054695,208.0
q_2,2846110,2846110,"And that she must run. In her riveting style, April Henry crafts a nail-biting thriller involving murder, identity theft, and biological warfare. Follow Cady and Ty (her accidental savior turned companion), as they race against the clock to stay alive, in The Girl Who Was Supposed to Die.Preview this book .nd that she must run. In her riveting style, April Henry crafts a nail-biting thriller involving murder, identity theft, and biological warfare. Follow Cady and Ty (her accidental savior turned companion), as they race against the clock to stay alive, in The Girl Who Was Supposed to Die.",Who performed Thriller,-121.29514398187013,209.0
q_2,4126301,4126301,"Frazer Harrison/Getty Images. Kevin Costner, Ryan Reynolds and Gary Oldman are among the actors already on board the thriller. Gal Gadot, the actress who is playing Wonder Woman in the new Warner Bros./DC Entertainment movies, has signed on to join the robust cast of Millennium Films' thriller Criminal. Kevin Costner, Ryan Reynolds, Gary Oldman, Alice Eve and Tommy Lee Jones have already been cast in the movie set to be directed by Ariel Vromen.",Who performed Thriller,-121.29902333854628,210.0
q_2,6578863,6578863,"Jim Grant (born 29 October 1954), better known by his pen name Lee Child, is a British thriller writer.His first novel, Killing Floor, won the Anthony Award for Best First Novel. Each of Child's novels follows the adventures of a former American military policeman, Jack Reacher, who wanders the United States.im Grant (born 29 October 1954), better known by his pen name Lee Child, is a British thriller writer.",Who performed Thriller,-121.29902333854628,211.0
q_2,3034740,3034740,"46. Famous people to have appeared in Michael Jackson videos include Naomi Campbell, Eddie Murphy and Michael Jackson. 47. You can say what you like about Michael Jackson but if, tomorrow, he announced that he'd be at the O2 Arena performing Thriller in its entirety with a hundred dancers and a big smoke machine you'd be there like a shot. 48.",Who performed Thriller,-121.30072792542303,212.0
q_2,3293770,3293770,"Vincent Leonard Price Jr. (May 27, 1911  October 25, 1993) was an American actor, well known for his distinctive voice and performances in horror films. His career spanned other genres, including film noir, drama, mystery, thriller, and comedy. He appeared on stage, television, radio, and more than one hundred films.",Who performed Thriller,-121.30072792542303,213.0
q_2,1020404,1020404,"As a genre, spy fiction is thematically related to the novel of adventure (The Prisoner of Zenda, 1894, The Scarlet Pimpernel, 1905), the thriller (such as the works of Edgar Wallace) and the politicomilitary thriller (The Schirmer Inheritance, 1953, The Quiet American, 1955).",Who performed Thriller,-121.32190143064739,214.0
q_2,2894998,2894998,"Shelves: mysteries-thrillers. This book should be getting more attention. The Kind Worth Killing is a smart, well-crafted psychological thriller. Fans of Gone Girl and The Girl on the Train should be all over this novel (but I thought Kind/Killing was much better than the bestselling-but-forgettable Girl/Train).",Who performed Thriller,-121.32190143064739,215.0
q_2,8187504,8187504,"darby McCormick is one of the best heroines in thriller fiction: smart, resourceful and tough as nails. Thriller Night David J. Montgomery August 28, 2009 The book that introduced darby, The Missing, is currently the only one available from an American publisher.",Who performed Thriller,-121.32190143064739,216.0
q_2,3881881,3881881,"Serial Thriller: The Chameleon is a gripping new TV series most likely based on the case of Stephen Peter Morin and Sarah Pisan. Slated to premiere on Sunday, December 6, at 9/8 central, Serial Thriller: The Chameleon is the second installment in the Serial Thriller franchise. Investigation Discovery (ID) had great success with this years premiere of Serial Thriller: Angel Of Decay, which was based on Ted Bundy. As for 34-year-old Stephen Peter Morin, he was put to death back in 1985 for the murder of 21-year-old Carrie Marie Scott.",Who performed Thriller,-121.40969803607915,217.0
q_2,7935326,7935326,"In that legal thriller, he drew on his extensive knowledge of the con man as well as on his decades of business experience. Con Man's Blog, by Legal Thriller Author Jack Payne, Tracks and Exposes New Scams. A con man steals from you all you have: A con man steals from you your soul. Roy (Nicolas Cage) is a most unlikely con man - an obsessive, chain-smoking agoraphobe with various nervous tics. Jake Vig (Burns) is a master con man who knows every trick in the book.",Who performed Thriller,-121.43509868043819,218.0
q_2,2843647,2843647,"by S.K. Tremayne. By turns a thriller, a mystery and a ghost story....THE ICE TWINS draws from other, similar thrillers on the shelf. Ira Levin's Rosemary's Baby, Thomas Tryon's The Other and Ken Follett's Eye of the Needle . . . come to mind.. -Washington Post.",Who performed Thriller,-121.47890487664648,219.0
q_2,7460239,7460239,"His landmark 1982 album Thriller is the best-selling album of all-time and includes tracks such as Thriller, Beat It, and Billie Jean while his other albums, including Off the Wall (1979), Bad (1987), and Dangerous (1991), also rank among the worlds best-selling.",Who performed Thriller,-121.47890487664648,220.0
q_2,7734599,7734599,"Nicole Mary Kidman, AC (born 20 June 1967) is an Australian actress and film producer. Kidman's breakthrough roles were in the 1989 feature film thriller Dead Calm and television thriller miniseries Bangkok Hilton.",Who performed Thriller,-121.47890487664648,221.0
q_2,2239193,2239193,"Michael Jacksons Thriller wins the most awards in a single night in Grammy history, and the 26th Grammy Awards are the most watched Grammys yet with 43.8 million viewers. Los Lobos wins the first award for Mexican/Mexican-American performance for Anselma, and Eddie Murphys brash humor gets him best comedy recording.",Who performed Thriller,-121.5101248368295,222.0
q_2,2418962,2418962,"TNT has renewed Good Behavior for Season 2, to premiere fall 2017. TNT Renews Seductive Thriller Good Behavior For Second Season. Top 20 Cable Drama Charts Key Demo Growth Across First Season as Latest Data Shows Best Performance to Date with Adults 18-49.",Who performed Thriller,-121.5101248368295,223.0
q_2,1746547,1746547,Odd Thomas is a series of thriller novels by prolific American author Dean Koontz featuring the title character. Odd Thomas is a twenty year-old fry cook and talented writer from California who can converse with the dead.,Who performed Thriller,-121.5139878981612,224.0
q_2,2125152,2125152,"ParaNorman is a comedy thriller set in a small town which comes under siege by the undead. Only a misunderstood local boy named, Norman Babcock, who has the ability to speak with the dead, is able to prevent the destruction of his town from a centuries-old curse.",Who performed Thriller,-121.5139878981612,225.0
q_2,2202303,2202303,"April Henry has it down with her taut mysteries, and The Girl Who Was Supposed to Die is as good as her other works. Suspense and tension build from the first pagein which men are taking Cady out to kill herto the last, as she uncovers the secrets in this eco-thriller. School Library Journal.",Who performed Thriller,-121.5139878981612,226.0
q_2,2286113,2286113,"CBS Premieres: Monday, Jun. 13 at 10:00 PM. From the folks who brought you The Good Wife comes this comic-thriller about aliens taking over Congress. Sure, that tracks! Going from a show that was once the best broadcast drama on TV to this.",Who performed Thriller,-121.5139878981612,227.0
q_2,2594508,2594508,"R | 2h 2min | Crime, Drama, Thriller | 5 October 2001 (USA) On his first day on the job as a Los Angeles narcotics officer, a rookie cop goes on a 24-hour training course with a rogue detective who isn't what he appears.",Who performed Thriller,-121.5139878981612,228.0
q_2,2821956,2821956,"A thriller set two hundred years in the future, The Expanse follows the case of a missing young woman who brings a hardened detective and a rogue ships captain together in a race across the solar system to expose the greatest conspiracy in human history.",Who performed Thriller,-121.5139878981612,229.0
q_2,3802439,3802439,"Best-selling author Tom Clancy, who wrote thrillers including The Hunt for Red October and Patriot Games, died Tuesday at a Baltimore hospital, the New York Times reports. He was 66. A cause of death was not immedia Read more.",Who performed Thriller,-121.5139878981612,230.0
q_2,3920205,3920205,"Parents need to know that The Shallows is a tense, bloody, jump-out-of-your-seat thriller starring Blake Lively as a young med school dropout who goes surfing at a secluded beach. After being chomped on by a shark, she must figure out how to survive and get to safety.",Who performed Thriller,-121.5139878981612,231.0
q_2,4433041,4433041,"Thriller by Michael Jackson. This is a rare pop song with a horror theme. Halloween novelty songs like Monster Mash had been around for a while, but this was the first hit song with year-round appeal containing lyrics about creatures of the night who terrify their victim.",Who performed Thriller,-121.5139878981612,232.0
q_2,5044501,5044501,"Lindsey Fraser, who had supplied one of the blurb comments, wrote what is thought to be the first published review, in The Scotsman on 28 June 1997. She described Harry Potter and the Philosopher's Stone as a hugely entertaining thriller and Rowling as a first-rate writer for children.",Who performed Thriller,-121.5139878981612,233.0
q_2,5192340,5192340,"About the Author. Andrea Kanes psychological thriller THE GIRL WHO DISAPPEARED TWICE became an instant New York Times bestseller, the latest in a long string of smash hits. THE LINE BETWEEN HERE AND GONE is the next exhilarating installment in the Forensic Instincts series.",Who performed Thriller,-121.5139878981612,234.0
q_2,5270474,5270474,"Parents need to know that Mr. Right is an odd combination of romance and action-thriller, focusing on a hit man (Sam Rockwell) who falls in love and leaves a long trail of bodies in the wake of his courtship of Martha (Anna Kendrick).",Who performed Thriller,-121.5139878981612,235.0
q_2,758701,758701,"Status: Cancelled. Training Day is a crime thriller that begins 15 years after the events of the feature film, about a young, idealistic police officer who is tapped to go undercover in an elite squad of the LAPD where he partners with a veteran, morally ambiguous detective.",Who performed Thriller,-121.5139878981612,236.0
q_2,8182276,8182276,"director Nimrd Antal helms the crime thriller Armored, starring Columbus Short as Ty, an armored truck guard who gets wrapped up in a heist scheme hatched by his godfather and mentor on the job, Mike (Matt Dillon). Along with a team that includes . more",Who performed Thriller,-121.5139878981612,237.0
q_2,8604195,8604195,"The Manchurian Candidate (1959), by Richard Condon, is a political thriller novel about the son of a prominent US political family who is brainwashed into being an unwitting assassin for a Communist conspiracy. The novel has been adapted twice into a feature film by the same title, in 1962 and again in 2004.",Who performed Thriller,-121.5139878981612,238.0
q_2,8619538,8619538,"Lisa, 42, confesses that Michael started pressuring her to have a baby on their wedding day. I did want to, but I just wanted to make sure, says Lisa, who admits the only thing that gave her cause for concern was the thought of ever having to go through a custody battle with the Thriller singer in the future.",Who performed Thriller,-121.5139878981612,239.0
q_2,8625153,8625153,"Oddly enough, the best Doctor Who episode of the David Tennant era is one hes hardly in. A Doctor Lite episode that won multiple BAFTAs and a Hugo Award, Blink is an eerie thriller that almost seems like the pilot for a spin-off series  or a companion trial run at the very least.",Who performed Thriller,-121.5139878981612,240.0
q_2,938490,938490,The Sentinel (2006 film) The Sentinel is a 2006 crime thriller film directed by Clark Johnson about a veteran United States Secret Service special agent who is suspected as a traitor after an attempted assassination of the president reveals that someone within the Service is providing information to the assassins.,Who performed Thriller,-121.5139878981612,241.0
q_2,1804329,1804329,"The Honorable Woman is really a thriller and, at its best, it's on a level with something like Homeland at its best.",Who performed Thriller,-121.6156512863563,242.0
q_2,3416629,3416629,"Dirk Pitt. Dirk Pitt is a fictional character, the protagonist of a series of bestselling adventure/Thriller novels written by Clive Cussler. Dirk is an adventurer who seizes the opportunity to save the day. Through action-filled story lines, Pitt is portrayed as a man who is in love with the sea and does not fear pushing the envelope.",Who performed Thriller,-121.61995503278396,243.0
q_2,590002,590002,"Philip Kaufman directs the detective thriller Twisted (originally to be titled The Blackout Murders), with a script by up-and-coming filmmaker Sarah Thorp. Ashley Judd plays troubled police detective Jessica Shepard, who works under the jurisdiction of the man who raised her as his daughter, police Commissioner Mills (Samuel L. Jackson).",Who performed Thriller,-121.61995503278396,244.0
q_2,1912993,1912993,"Cast and Crew. Vashu Bhagnani's 'Mona Darling' trailer is a chilling thriller  Times of India. The Times of India. First Look of India's first social media thriller Mona_Darling gives spooky vibes, see pics.",Who performed Thriller,-121.63306560946833,245.0
q_2,2904938,2904938,"First teaser for Fifty Shades Darker is released as it's revealed sequel will be 'more of a thriller'. It has been pitched as 'more of a thriller'. And with the release date of the sequel to Fifty Shades Of Grey now confirmed, fans have been given a sneak peek at what's in store in the next installment.",Who performed Thriller,-121.63306560946833,246.0
q_2,5673496,5673496,"Thriller is a genre of literature, film, videogame stories and television programming that uses suspense, tension, and excitement as its main elements. Thrillers heavily stimulate the viewer's moods, giving them a high level of anticipation, ultra-heightened expectation, uncertainty, surprise, anxiety and terror.uspense is a crucial characteristic of the thriller genre. It gives the viewer a feeling of pleasurable fascination and excitement mixed with apprehension, uncertainty, anticipation, tension, and anxiety.",Who performed Thriller,-121.63886240750767,247.0
q_2,4430425,4430425,"Ola Ray, who played Michael Jackson's terrorized girlfriend in his iconic Thriller video, settled a long-simmering royalties dispute with the singer's estate last year for $75,000.According to TMZ, the former Playboy Playmate received $55,000 of the payout with the rest going to her attorney.la Ray, who played Michael Jackson's terrorized girlfriend in his iconic Thriller video, settled a long-simmering royalties dispute with the singer's estate last year for $75,000. According to TMZ, the former Playboy Playmate received $55,000 of the payout with the rest going to her attorney.",Who performed Thriller,-121.6406350766225,248.0
q_2,4430426,4430426,"Ola Ray net worth: $500 Thousand. Ola Ray Net Worth: Ola Ray is an American model and actress who has a net worth of $500 thousand dollars. Ola Ray was born in St. Louis, Missouri in August 1960. She is best known for her role as Michael Jackson's girl in the 1983 film Thriller.Ola modeled for Playboy and was chosen as the Playmate of the Month in the June 1980 issue.She complained about not collecting royalties from Thriller.la Ray Net Worth: Ola Ray is an American model and actress who has a net worth of $500 thousand dollars.",Who performed Thriller,-121.6406350766225,249.0
q_2,2697248,2697248,"Top 10 Hottest Female Superheroes of All Time. 10. Jennifer Garner as Elektra. American actress and film producer, Jennifer Garner gained recognition on television for her performance as CIA officer Sydney Bristow in the thriller drama series Alias. She played Marvel comics character in 2005 superhero film Elektra.",Who performed Thriller,-121.71448654680596,250.0
q_2,186756,186756,"Generous, funny, moving, and short: it could be the perfect Oscars speech. 2.50pm Commiserations to Nicolas Cage, who just lost out on a Golden Raspberry Award-the anti-Oscar-for his soul-shaking role in the Christian end-of-the-world thriller Left Behind.",Who performed Thriller,-121.74004657710151,251.0
q_2,1912990,1912990,"Mona_Darling (2016) 1h 49min | Horror, Thriller | 24 February 2016 (India) A contemporary who-dunnit, with a splash of supernatural, set in a college campus somewhere in India (a la Indian Institute Of Technology) where a few mysterious deaths occur and the only ...",Who performed Thriller,-121.74004657710151,252.0
q_2,2189237,2189237,"In 2007, Shia LaBeouf was hand-picked by Steven Spielberg -- who eventually became a mentor for the up-and-coming actor -- to star in the thriller Disturbia.. The release helped establish LaBeouf as a major talent in Hollywood as the movie scored a surprise No. 1 at the box office.",Who performed Thriller,-121.74004657710151,253.0
q_2,3128138,3128138,"After the release of Iron Man 2 in May 2010, Favreau, who served as director, decided not to return, and in February 2011 Black was hired to write and direct the film. Black and Pearce opted to make the script more character-centric and focused on thriller elements.",Who performed Thriller,-121.74004657710151,254.0
q_2,3526627,3526627,Ghost Whisperer is an American television drama-fantasy-thriller about a young woman who can communicate with the spirits of the dead. The show was created by John Gray and is produced by Sander/Moses Productions in association with Touchstone Television & CBS Paramount Television.,Who performed Thriller,-121.74004657710151,255.0
q_2,4262681,4262681,"The World Is Not Enough (1999) PG-13 | 2h 8min | Action, Adventure, Thriller | 19 November 1999 (USA) James Bond uncovers a nuclear plot when he protects an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",Who performed Thriller,-121.74004657710151,256.0
q_2,4597163,4597163,A taut psychological thriller about a volatile CIA officer (Emmy winner Claire Danes) who becomes convinced that a recently rescued American POW may be connected to an al Qaeda plot to be carried out on U.S. soil. Mandy Patinkin and Damian Lewis also star.,Who performed Thriller,-121.74004657710151,257.0
q_2,4631983,4631983,"The Mothman Prophecies is a solid thriller. It's supposedly based on true events, but even if it weren't, it would be worth a look. Richard Gere stars as a Washington Post reporter who inexplicably finds himself in a small West Virginia town where a series of strange goings-on have been happening.",Who performed Thriller,-121.74004657710151,258.0
q_2,4695683,4695683,"Thriller by Michael Jackson Songfacts. This is a rare pop song with a horror theme. Halloween novelty songs like The Monster Mash had been around for a while, but this was the first hit song with year-round appeal containing lyrics about creatures of the night who terrify their victim.",Who performed Thriller,-121.74004657710151,259.0
q_2,5107181,5107181,"Her other critically acclaimed roles as a teenager were in the musical Bugsy Malone (1976) and the thriller The Little Girl Who Lives Down the Lane (1976), and she became a popular teen idol by starring in Disney's Freaky Friday (1976), Candleshoe (1977) and Foxes (1980).",Who performed Thriller,-121.74004657710151,260.0
q_2,5483857,5483857,"Paranoid is a taut, compelling eight part series with all the hallmarks of a classic psychological thriller, said Steve. Bill has written some incredibly well-defined characters who embark on a terrifying murder investigation as it becomes evident from the outset that malevolent forces are at play, added Steve.",Who performed Thriller,-121.74004657710151,261.0
q_2,5805905,5805905,"For thriller novels, Ken Follett, especially 'Eye if the Needle'. The book was intense and the movie scared the living daylights out of me. Stephen King hands down is one of the best writers of the past century.I mean who else has such a vast imagination,ambition and range like he has.",Who performed Thriller,-121.74004657710151,262.0
q_2,5933473,5933473,"Taken (2008) PG-13 | 1h 33min | Action, Thriller | 30 January 2009 (USA) A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Who performed Thriller,-121.74004657710151,263.0
q_2,5992911,5992911,"Enough 2002 | Movie Watchlist. If ever a movie was undermined by its packaging, it's this formulaic thriller about a resourceful battered wife and the brutal husband who won't let her go. Nicholas Kazan's screenplay invests most of its energy in heroine Slim's (Jennifer Lopez) attempts (more) Released: 2002.",Who performed Thriller,-121.74004657710151,264.0
q_2,6982013,6982013,"Michael R. Roskam, the director of The Drop, Gandolfini's final movie, was emotional in talking about The Sopranos star, who died last year after filming was completed on the crime thriller. Jim was awesome, Roskam said in an interview from Toronto, where he was attending the Toronto Film Festival.",Who performed Thriller,-121.74004657710151,265.0
q_2,8238668,8238668,"What Ever Happened to Baby Jane? is a 1962 American psychological thriller-horror film produced and directed by Robert Aldrich, starring Bette Davis and Joan Crawford, about an aging actress who holds her paraplegic sister captive in an old Hollywood mansion.",Who performed Thriller,-121.74004657710151,266.0
q_2,1188691,1188691,"Michael Jackson - Thriller should be merged with Michael Jackson - Thriller as the first one looks to simply be a variant of the 1st US pressing release. I tried merging them myself, but it wouldn't take the 726 release code for some reason and kept saying to enter two valid release IDs.",Who performed Thriller,-121.78446014192602,267.0
q_2,2324399,2324399,"Not to compare myself with him either, though. Seven Spanish Angels is pure thriller. I wrote it right on the tail of, first, reading so many thrillers, at Rugged Lands request, and, second, cycling through all of Robert McKees seminars (NY, LA, Las Vegas, I think, and in that order. Also SF, I guess, but that was later).",Who performed Thriller,-121.78446014192602,268.0
q_2,2387059,2387059,"Michael Jackson: Thriller (1983) PG | 13min | Short, Horror, Music | Video 2 December 1983. A night at the movies turns into a nightmare when Michael and his date are attacked by a hoard of bloodthirsty zombies - only Thriller can save them now.",Who performed Thriller,-121.78446014192602,269.0
q_2,2602726,2602726,"Horror/Thriller Films. The Exorcist (1973) was the only true horror film to be nominated for Best Picture in Academy Award history-until 1991. Only one true 'horror' film has won Best Picture, The Silence of the Lambs (1991), although it has also been classified as a thriller.",Who performed Thriller,-121.78446014192602,270.0
q_2,269016,269016,"Clooney won an Academy Award for Best Supporting Actor for the Middle East thriller Syriana (2005), and subsequently earned Best Actor nominations for the legal thriller Michael Clayton (2007) and the comedy-dramas Up in the Air (2009) and The Descendants (2011).",Who performed Thriller,-121.78446014192602,271.0
q_2,2985685,2985685,"Thisis50 & Young Jack Thriller recently spoke with King Bach for an exclusive interview! King Bach speaks on movie with Michael Blackson and Jack Thriller, Wild 'n Out, secret to success on Vine, House of Lies, T.I. & much more! Follow @kingbach @jackthriller @thisis50.",Who performed Thriller,-121.78446014192602,272.0
q_2,4443441,4443441,"Michael Jackson: Thriller (1983) PG | 13min | Short, Horror, Music | Video 2 December 1983. A night at the movies turns into a nightmare when Michael and his date are attacked by a hoard of bloodthirsty zombies - only a Thriller can save them now.",Who performed Thriller,-121.78446014192602,273.0
q_2,5791332,5791332,"Nicole Kidman. Nicole Mary Kidman, AC (born 20 June 1967) is an Australian actress and film producer. Kidman's breakthrough roles were in the 1989 feature film thriller Dead Calm and television thriller miniseries Bangkok Hilton.",Who performed Thriller,-121.78446014192602,274.0
q_2,7637249,7637249,"The Thriller Ride is a Halloween-themed bicycle ride through Laurel, Jackson, and Clay counties in Southeastern Kentucky. The ride begins and ends in downtown Londonthe Cycling Capital of Kentucky. The 2015 Thriller Ride will take place on October 10th.",Who performed Thriller,-121.78446014192602,275.0
q_2,3881876,3881876,"To true-crime buffs , Serial Thriller : The Chameleon sounds like the case of Stephen Peter Morin , a handsome serial killer who changed his identities and wore disguises so often that the police dubbed him  The Chameleon.  The true-story that stands out is the case of Sarah Pisan , a 19-year-old woman with three children who had a terrifying ...",Who performed Thriller,-121.80274181429239,276.0
q_2,4357581,4357581,"ZOO, based on the #1 bestselling novel by James Patterson, is a global thriller about a wave of violent animal attacks against humans sweeping the planet. Jackson Oz is a young renegade American zoologist who spends his days running safaris in the wilds of Africa with his best friend Abraham, who has a deep understanding of wildlife.",Who performed Thriller,-121.80274181429239,277.0
q_2,590009,590009,"Movie Info. Philip Kaufman directs the detective thriller Twisted (originally to be titled The Blackout Murders), with a script by up-and-coming filmmaker Sarah Thorp. Ashley Judd plays troubled police detective Jessica Shepard, who works under the jurisdiction of the man who raised her as his daughter, police Commissioner Mills (Samuel L. Jackson).",Who performed Thriller,-121.80274181429239,278.0
q_2,3507431,3507431,The original CSI: Crime Scene Investigation series theme song is Who Are You performed by The Who.   CSI: Miami theme song is Won't Get Fooled Again also performed by the The Who.   CSI: NY theme song is Baba O'Reilly also performed by the The Who.,Who performed Thriller,-121.82778349279289,279.0
q_2,8564703,8564703,The original CSI: Crime Scene Investigation series theme song is Who Are You performed by The Who. CSI: Miami theme song is Won't Get Fooled Again also performed by the The Who. CSI: NY theme song is Baba O'Reilly also performed by the The Who.,Who performed Thriller,-121.82778349279289,280.0
q_2,3507425,3507425,The original CSI: Crime Scene Investigation series theme song is Who Are You performed by The Who. CSI: Miami theme song is Won't Get Fooled Again also performe  d by the The Who. CSI: NY theme song is Baba O'Reilly also performed by the The Who. Tentw1,Who performed Thriller,-121.93109700477497,281.0
q_2,2602723,2602723,"Adventure Horror/Thriller Films The Exorcist (1973) was the only true horror film to be nominated for Best Picture in Academy Award history-until 1991. Only one true 'horror' film has won Best Picture, The Silence of the Lambs (1991), although it has also been classified as a thriller.",Who performed Thriller,-121.93316226541621,282.0
q_2,3304211,3304211,"Thriller is a genre of literature, film, videogame stories and television programming that uses suspense, tension, and excitement as its main elements. Thrillers heavily stimulate the viewer's moods, giving them a high level of anticipation, ultra-heightened expectation, uncertainty, surprise, anxiety and terror.",Who performed Thriller,-121.93316226541621,283.0
q_2,4390816,4390816,In Six Flags.   I'd say home of the scariest roller coasters are at Six Flags Great Adventure. From the scariest to the least scariest: Kingda Ka-Thriller Bizarro Great American Scream Machine El Toro Nitro Superman Dark Knight Skull Mountain- Not much a thriller.,Who performed Thriller,-121.93316226541621,284.0
q_2,5873500,5873500,"In 2015, he starred in the action thriller film Blackhat, had a comedic role in the fifth installment of National Lampoon's Vacation series, Vacation, and headlined the biographical thriller film In the Heart of the Sea. The following year, Hemsworth had a supporting role in Sony's reboot of Ghostbusters.",Who performed Thriller,-121.93316226541621,285.0
q_2,6686712,6686712,"Unbreakable is a 2000 American superhero thriller film written, produced and directed by M... Unbreakable is a 2000 American superhero thriller film written, produced and directed by M. Night Shyamalan, and starring Bruce Willis and Samuel L. Jackson, alongside Robin Wright and Spencer... fandom",Who performed Thriller,-121.93316226541621,286.0
q_2,4695680,4695680,"Thriller is by far the best selling album in the world. In the United States, it was overtaken by The Eagles Their Greatest Hits 1971-1975, but reclaimed the title after Jackson's death. This was the last of seven US Top 10 hits from the Thriller album. The first single from the album, The Girl Is Mine, reached its peak chart position of #2 on January 8, 1983. The song Thriller was released over a year later, on January 23, 1984, peaking at #4 on March 3.",Who performed Thriller,-121.93875474981894,287.0
q_2,6773924,6773924,"With Monday marking three years since Michael Jackson died, many will be getting their MJ fix by watching some of his best videos from over the years, and undoubtedly, Thriller will be on that lineup. But many may wonder, what happened to the woman in the 1983 Thriller video listed in credits as only Ola Ray, Michael's Girl? View the slideshow to see photos of Ola Ray then and now. With Monday marking three years since Michael Jackson died, many will be getting their MJ fix by watching some of his best videos from over the years, and undoubtedly, Thriller will be on that lineup. But many may wonder, what happened to the woman listed in the 1983 Thriller video's credits only as Ola Ray, Michael's Girl?",Who performed Thriller,-121.94154957700783,288.0
q_2,3132252,3132252,"A general dentist who performs denture services will also usually perform immediate denture services. Also, a prosthodontist, a specialist in replacem A general dentist who performs denture services will also usually perform immediate denture services.",Who performed Thriller,-121.95294450870057,289.0
q_2,7134324,7134324,Meaning: A carnival performer who does disgusting acts. Classified under: Nouns denoting people. Hypernyms (geek is a kind of...): performer; performing artist (an entertainer who performs a dramatic or musical work for an audience),Who performed Thriller,-121.95294450870057,290.0
q_2,1176419,1176419,"Watch Homeland. Homeland is a psychological, action-adventure thriller that tells the tale of an American P.O.W. who returns to the U.S. and the federal officers investigating his intentions. Based on the Israeli series Prisoner of War, the show currently airs on the United States cable network Showtime.",Who performed Thriller,-121.96016986998272,291.0
q_2,2229206,2229206,"Sylvester Stallone and Antonio Banderas star in this great action-thriller. Sylvester Stallone plays Robert Rath, who is supposed to kill this guy at a funeral, but someone beats him to it. He tracks the man and has a nice little talk with him. The other man is another assassin, Miguel Bain (Antonio Banderas).",Who performed Thriller,-121.96016986998272,292.0
q_2,3117574,3117574,"The Operation 1h 40min | Crime, Drama, Thriller | TV Movie 21 January 1990 Duplicity reigns supreme as a doctor in a messy, emotional divorce from his wife who is also his partner in a medical clinic is suddenly slapped with a $7 million malpractice suit by a ...",Who performed Thriller,-121.96016986998272,293.0
q_2,3328743,3328743,"ActionAdventure, Mystery and Thriller. In one of the many spectacularly preposterous duels in Desperado, Antonio Banderas, playing a kind of Mariachi With No Name, lies flat on his back in a scummy Mexican bar and, using a mulish kick, pushes the lout whos trying to kill him straight up into the air.",Who performed Thriller,-121.96016986998272,294.0
q_2,3329945,3329945,"Watching The Firm, I realized that law firms have replaced Army platoons as Hollywood's favorite microcosm. The new law thrillers have the same ingredients as those dependable old World War II action films: various ethnic and personality types who fight with each other when they're not fighting the enemy.",Who performed Thriller,-121.96016986998272,295.0
q_2,3706277,3706277,"Basic Instinct (1992) Basic Instinct is an American erotic thriller, directed by Paul Verhoeven and written by Joe Eszterhas. Jeanne Tripplehorn.Dr. The films protagonist is police detective Nick Curran, who is investigating the murder of a wealthy former rock star.",Who performed Thriller,-121.96016986998272,296.0
q_2,3952847,3952847,"Back in 1983, stories swirled that Jackson  who was at the height of his Thriller fame  would star as the literatures most famous lost boy in a film directed by Steven Spielberg. The project made sense: At the time, Jackson was a global star, years away from even the hint of scandal.",Who performed Thriller,-121.96016986998272,297.0
q_2,4433037,4433037,"Thriller by Michael Jackson Songfacts. 1  This is a rare pop song with a horror theme. Halloween novelty songs like Monster Mash had been around for a while, but this was the first hit song with year-round appeal containing lyrics about creatures of the night who terrify their victim.",Who performed Thriller,-121.96016986998272,298.0
q_2,4667530,4667530,"Talk0 Share. The Bodyguard is a 1992 American romantic thriller film starring Kevin Costner and Whitney Houston. Costner stars as a former Secret Service Agent-turned-bodyguard who is hired to protect Houston's character, a music star, from an unknown stalker.",Who performed Thriller,-121.96016986998272,299.0
q_2,4977387,4977387,"Mission: Impossible III (2006) PG-13 | 2h 6min | Action, Adventure, Thriller | 5 May 2006 (USA) Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiance in response .",Who performed Thriller,-121.96016986998272,300.0
